X,Unnamed..0,Hotel_Name,Review_Text,Posted_Date,Rating,Average_Rating,Num_of_Ratings,Helpfulness,is_photo,review_title,hotel_grade,employee_friendliness_score,facility_score,cleanliness_score,comfort_score,value_for_money_score,location_score,Crawled_date,title_length,text_length,time_lapsed,Deviation.of.star.ratings,FOG.Index,Flesch.Reading.Ease,Depth,Breadth,sentiment_score_continuous,sentiment_score_discrete
855,855,montcalm-chilworth-townhouse,I like the janitor or the guy who brought me a spoon he was very nice towards me or he might of been the bellboy Im not sureI didnt like my room I didnt like the facilities were very small the massage was very short the facilities were broken down as well and just how they didnt understand it was my birthday and they didnt make any special arrangements even seeing my ID with my date of birth on it only the the bellboy or the guy who showed me to my room was nice I remembered my birthday and took time to talk to me,2021-12-14,3.0,7.7,9205,0,0,Not worth the money to stay at this place at all its overpriced for what you get,5,8.6,7.8,8.2,8.3,7.4,9.1,2024-12-02,17,106,1084,4.7,43.91,-10.74,3.2589666434996,0.042725312211174,3.362,4
856,856,sidneyhotel,"the room too small, the price is too much some hotel able to check in an hour before, this hotel they wont let you check in",2022-09-28,6.0,7.8,12641,0,0,Pleasant,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,1,26,796,1.8,10.4,87.39,3.28407283951966,0.020706367850385,2.796,4
857,857,hanoverhotel,"Nice room decor had a great view of the city, great location, nice breakfast also",2023-05-16,10.0,7.8,5613,0,0,Exceptional,4,8.6,7.8,8.4,8.4,7.9,8.9,2024-12-02,1,15,566,2.2,8.67,81.63,3.28585245604027,0.034745085124638,4.523,5
858,858,stgileshotel,"The hotel is in very central location Hood service and cleanRooms  even the upgraded ones  are tiny, not even a closet to hang clothes or a place to ope Your suitcase
Way toooo small",2024-08-15,6.0,7.0,14989,0,0,Pleasant,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,1,34,109,1.0,15.95,62.35,3.30023287390275,0.0257332450922834,3.836,4
859,859,alexandra-hotel,"very clean excellent facilities, plentiful and variety continental breakfast Staff very friendly and professional Nearly never stayed here due to some of the reviews Highly delighted with this hotel",2022-06-13,10.0,7.0,6404,1,0,"Excellent budget hotel If you want the Ritz, pay the price",3,7.5,6.9,7.4,7.3,7.5,9.0,2024-12-02,11,29,903,3.0,21.26,25.12,3.31036254602439,0.0045601465396681,4.769,5
860,860,windsorhousehotel,"Great hotel, comfy bed and location is close to pubs and metro stationQuite far from the center, but if you take the metro you get there in 2030 mins",2022-05-19,10.0,8.0,6335,0,0,Great hotel in London,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,4,29,928,2.0,14.36,75.88,3.29667268758144,0.0113117578073461,4.42,4
861,861,cityinnwestminster,"lovely place, very clean and tidy, staff were amazing and very friendlybit of a walk to the tube station but cannot be helped, not really much nearby in terms of restaurants or shops",2024-08-21,8.0,8.3,7467,0,0,amazing would definitely come here again,4,8.8,8.5,8.8,8.8,7.9,8.9,2024-12-02,6,33,103,0.300000000000001,13.2,63.36,3.28690188772223,0.0396916724642461,4.288,4
862,862,the-belgrave,"Deluxe double was big, very comfortable and clean, well appointed and with an interesting view across the rooftops of Pimlico",2022-07-19,8.0,8.6,5715,1,0,"Good hotel, reasonably priced for the quality of the rooms",4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02,10,20,867,0.6,14.0,59.64,3.30035817388325,0.0229584858929688,4.758,5
863,863,marlin-waterloo,Huge room especially for London We were in a suite The kitchen was excellent as we were there a week so we were able to self cater breakfasts ectthe bathroom was an accessible one and the water pooled on the floor outside of the shower area and had to be mopped up with a towel each time Not a biggy but inconvenient,2024-10-22,8.0,8.1,10695,0,0,Very good,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,2,62,41,0.0999999999999996,27.38,33.93,3.29474088965944,0.0278324848008417,4.572,5
864,864,parkinternational,"Nice clean hotel and good breakfast tooDouble Bed was a bit small Hotel bar had last orders at 1030 just when wed arrived back from a concert and a long walk back, was choking for a cold beer on a warm night",2024-05-30,6.0,7.6,6120,0,0,Handy for Albert Hall,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02,4,42,186,1.6,16.8,62.69,3.22114113587112,0.069238849256108,4.022,4
865,865,phoenixhotel,"Location is excellent, staff great Room clean and comfy Nice breakfast Coffee could be better though  I would recommend despite of few issuesBathroom Fan wasnt working, but its just maintenance issue If you open the wash hand basin tap water noise is an issue, and you can hear the nextdoor neighbours tap too Some noise could be heard from the corridor, and nextdoor neighbours mentioned earlier Someone was smoking in hisher room probably as in came through the undercut door gap via the corridor to my room and it wasnt very pleasant, fortunately was able to open the window to the lightwell",2022-11-18,8.0,8.2,5898,0,0,Nice and Comfy,4,9.0,8.1,8.7,8.5,8.3,9.2,2024-12-02,3,102,745,0.199999999999999,44.72,-15.14,3.29635457403716,0.0291335384891867,3.98,4
866,866,marlin-waterloo,Great location Friendly staffThe room hadnt been cleaned properly The chair in the room hadnt been fluffed from the previous guest and there were candy wrappers in the seat,2024-10-29,9.0,8.1,10695,0,0,Not as good as my first stay but still a good hotel,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,12,29,34,0.9,15.74,58.96,3.29926855180178,0.0250169518176995,4.016,4
867,867,zedwell-trocaderor,locationNo TV in rooms the price should reflect how basic the amenities are but they dont No TV and no window doesnt justify paying 240 for 2 nights,2022-08-13,8.0,7.4,39497,0,0,Very good,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,2,28,842,0.6,14.06,59.98,3.30705884599617,0.004681438218056,3.637,4
868,868,thistletower,"Fantastic room with fantastic view  Loved it  Coming back to same room in OctoberAn affordable dining option at the hotel
The restaurant is beautiful but at the mo with cost of living rises etc we couldnt manage to dine there and do all the sights
Maybe offer a slightly cheaper set menu, perhaps several options",2022-08-07,9.0,7.7,20956,0,0,"Fabulous, loved it",4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,3,55,848,1.3,24.18,24.11,3.30982398507285,0.0066128445175832,4.263,4
869,869,park-plaza-county-hall,location and ease of accessl dont like heights so glass lifts an issue,2023-01-01,9.0,8.6,11045,1,0,Great friendly staff and comfortable,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,5,13,701,0.4,8.28,83.66,3.30637905538698,0.0052178992904177,3.949,4
870,870,thistletower,Amazing locationNot much AC it was cooler outside Altman in the hotel,2022-08-22,9.0,7.7,20956,0,0,Superb,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,1,12,833,1.3,8.13,50.84,3.31158871440917,0.0102341398417753,4.381,4
871,871,point-a-london-liverpool-street,CheapA bit noise from the tube line running under the property,2023-08-02,8.0,7.7,8323,0,0,Excellent value,3,8.5,7.8,8.1,8.1,7.6,9.2,2024-12-02,2,11,488,0.3,8.04,68.77,3.30793752534144,0.0158185351395835,2.758,4
872,872,keystone-house,It was very close to Kings CrossIt hadnt been hoovered before our arrival as there was crumbs on the floor,2023-04-29,8.0,7.9,5933,0,0,Very good,3,8.5,7.9,8.3,8.1,8.1,9.4,2024-12-02,2,20,583,0.0999999999999996,8.0,85.02,3.30928634530956,0.0025293969775684,3.957,4
873,873,studios2let,The staff were friendly and helpful They assisted with the online check inThe shower was small but good A tea towel to dry the few dishes we used would have been useful,2021-12-10,9.0,7.6,11670,1,0,always a perfect place to stay ,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,6,32,1088,1.4,14.05,64.38,3.30716331864478,0.013301119686599,4.235,4
874,874,park-plaza-county-hall,LocationPoor choice of beers at the bar,2024-09-23,8.0,8.6,11045,0,0,Excellent location,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,2,7,70,0.6,8.51,81.29,3.30970292875325,0.011387038621785,4.154,4
875,875,alexandra-hotel,"Great location , spotlessly clean , polite and helpful gentleman when checking in 
Towels were changed daily  Tea etc topped up  There was a bathBreakfast was fine for the price that we paid  Some fresh fruit would be nice  
A bath mat would be helpful in the bath  Bit slippery without",2023-07-01,8.0,7.0,6404,0,0,"Very pleased , didnt expect such a good quality hotel for the price",3,7.5,6.9,7.4,7.3,7.5,9.0,2024-12-02,13,51,520,1.0,22.05,47.12,3.29784941623233,0.0330319798838061,4.264,4
876,876,park-plaza-county-hall,"Very good hotel, spacious room with a great view Look forward to staying here again in future",2024-11-11,10.0,8.6,11045,0,0,Exceptional,4,9.0,8.7,8.8,8.9,7.9,9.5,2024-12-02,1,17,21,1.4,6.8,79.6,3.28595317846239,0.0328759616799813,4.684,5
877,877,the-clermont-victoria,"The ambience
The location 
The helpfulness of the staff 
The comfort and design of the roomMultiple elevators needed to get to our room",2023-07-20,9.0,8.7,6664,0,0,Superb,4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02,1,23,501,0.300000000000001,17.9,39.67,3.31114368938817,0.001714334183912,4.309,4
878,878,thistletower,"Location, view of the Thames from the window and great coffee on St Katherines Docknothing",2023-06-07,9.0,7.7,20956,0,0,Perfect,4,8.4,7.6,8.1,8.2,7.4,9.5,2024-12-02,1,15,544,1.3,11.33,64.71,3.30124665609509,0.0215119956981609,4.44,5
879,879,sidneyhotel,"friendly, good service, clean and breakfast was perfect,great location, very clean ,",2022-07-24,10.0,7.8,12641,0,0,our twin room was lovely and breakfast was very nice,3,8.7,7.8,8.3,8.3,7.9,9.1,2024-12-02,10,12,862,2.2,8.04,60.31,3.29134457403441,0.0309352206060603,4.792,5
881,881,point-a-london-liverpool-street,Helpful friendly staff Good locationI couldnt lock the door to my room,2023-12-07,10.0,7.7,8323,0,0,"Convenient, clean, free breakfast",3,8.5,7.8,8.1,8.1,7.6,9.2,2024-12-02,4,12,361,2.3,8.13,76.22,3.30739031531196,0.0026522219666199,4.267,4
882,882,the-belgrave,"It was a beautiful hotel The entrance set the scene with a gorgeous water feature The bedroom was immaculate as was the bathroom It was 5 minutes from the tube station which was very convenient Breakfast was amazing for a few extra pounds, and the staff waiting on were polite  helpfulThe air con didnt keep us that cool, so our night sleep wasnt as good as it couldve been",2023-06-30,8.0,8.6,5715,0,0,Short break in London,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02,4,69,521,0.6,28.76,26.82,3.29127660787472,0.0331237824552001,4.516,5
883,883,stgileshotel,LocationThe bathroom was tiny,2023-06-23,7.0,7.0,14989,0,0,Short stay in the West end,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,6,4,528,0.0,11.6,33.58,3.30670881873709,0.0156425062694024,3.631,4
884,884,blakemore,I liked afternoon drinks in the restaurant,2024-10-22,8.0,8.3,12340,0,0,Very good,4,8.7,8.3,8.7,8.8,8.1,8.9,2024-12-02,2,7,41,0.300000000000001,2.8,81.29,3.30957789063852,0.0118579733017364,4.266,4
885,885,tavistock,"Breakfast was excellentRoom was dated 
Needs to be updated 
No air conditioner",2023-08-25,5.0,7.7,5932,0,0,Satisfactory,3,8.7,7.6,8.2,8.0,7.5,9.1,2024-12-02,1,12,465,2.7,14.8,33.92,3.30362405271665,0.0193415327991827,4.15,4
886,886,parkinternational,"1 Excellent front staff 
2 Refurbished rooms1 Housekeeping not done 
a Ironing board not stowed away made it very difficult to walk 
2 Used cups not put away 
3 Left over fast food not thrown 
3 Fridge not working",2023-11-25,2.0,7.6,6120,0,1,Very poor,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02,2,39,373,5.6,19.7,57.27,3.29541991293623,0.0157622203697696,3.157,4
887,887,express-hammersmith,The hotel was very busy but never felt crowded or cramped,2024-10-16,8.0,8.0,8005,0,0,Very good,3,8.6,8.0,8.3,8.1,7.9,8.6,2024-12-02,2,11,47,0.0,4.4,85.69,3.30669972208747,0.0160427951321951,4.112,4
888,888,radissonblugrafton,"The location was fantastic, right next to Warren Street underground station and a short walk from either Euston Square or Euston made getting around London easyCouldnt sleep at night due to loud noise from the ventilation fan within the room that couldnt be turned off",2022-10-05,6.0,7.9,9315,0,0,Pleasant,4,8.7,8.0,8.4,8.5,7.4,9.1,2024-12-02,1,45,789,1.9,22.44,42.72,3.09356383624914,0.187963683070356,4.115,4
889,889,parkinternational,"location, and roomno regular dining area and difficult to open and close window",2022-10-22,8.0,7.6,6120,0,0,worthwhile,4,8.4,7.5,7.9,8.0,7.4,9.0,2024-12-02,1,13,772,0.4,14.43,49.82,3.29825476686665,0.0250295200991692,3.855,4
890,890,zedwell-trocaderor,"Its central and modern Close to Tube station shops restaurants and theater 
Lobby is large modern and welcomingWell, we were taken a back when we were charged 15 euro per luggage when we needed to leave our baggage at the hotel while we explored the city as we arrived 2 hours earlier and again when we checked out as our flight was late and didnt want to waste a day
The room was tiny with nowhere to place our clothes We were a family of 4 and the partition between the shower  toilet and bed was made of frosted glass We could see  each other through the glass no privacy no toilet brush No extractor or window  Lightning was very low ",2024-07-04,7.0,7.4,39497,0,0,We enjoyed our stay in London and would be traveling back in 10 days  Would have stayed there again if we had a better,0,8.1,7.2,7.9,7.9,7.5,9.6,2024-12-02,24,121,151,0.4,50.05,-25.97,2.95023714544929,0.318256730253873,3.602,4
891,891,the-clermont-victoria,"Hotel is beautiful Room was comfortableOne lift was out of order, lots of waiting around
Meeting room we booked was locked so had to go back downstairs to have it opened Also room wasnt already set up Lunch was undercooked",2023-08-02,8.0,8.7,6664,0,0,"Beautiful hotel, easy access to underground",4,9.1,8.7,9.1,9.1,8.0,9.6,2024-12-02,6,40,488,0.699999999999999,18.0,47.8,3.17283019571019,0.116191803459632,3.996,4
892,892,studios2let,Having a cooker microwave etc to do your own cooking meals is fantasticThe Bathroom was a tad on the small side,2022-05-23,8.0,7.6,11670,0,0,Very good,3,8.3,7.5,7.9,7.8,7.6,9.3,2024-12-02,2,21,924,0.4,10.3,67.08,3.31017901759296,0.014130536187787,4.385,4
893,893,the-belgrave,Great location within walking distance of some excellent restaurants and attractions Breakfast was very good Friendly staff Great city view from our room 507,2022-05-28,10.0,8.6,5715,0,1,Very pleased I chose this hotel for a special London Break,4,9.1,8.6,9.1,9.0,8.3,9.2,2024-12-02,11,24,919,1.4,14.6,55.58,3.26415414324264,0.0564219890444776,4.65,5
894,894,stgileshotel,"Location was the only thing to like about this placeRooms were poor even for a 3 star hotel
Staff except Hannelispelling not correct They just werent happy and certainly not friendly
Lifts slow or not working
Croissants were clearly days old at times
Had to chase up toilet paper
Iron not working in ironing room",2024-09-07,3.0,7.0,14989,0,0,Not recommended Location is only saving grace,3,8.1,6.9,7.3,7.3,7.0,9.4,2024-12-02,7,55,86,4.0,22.73,32.57,3.29066400380772,0.0389755456324261,2.501,3
895,895,marlin-waterloo,Very spacious room,2023-04-21,8.0,8.1,10695,0,0,Very enjoyable,4,8.5,8.2,8.2,8.2,7.6,9.3,2024-12-02,2,3,591,0.0999999999999996,1.2,93.81,3.31042770285767,0.0091036011215459,4.482,5
896,896,z-trafalgar,"its was convenient locationunfortunately on our stay the AC was broken, our room was extremely hot and stuffy, the fan just blew hot air around and was way to loud to sleep while it was on we didnt have much sleep as we was that hot I am so unhappy and it really did make our trip away unpleasant they offered us complimentary breakfast, that was awful, they was bread a few pastries and cheese and one slice of ham nothing else and we are dairy and gluten intolerant so left us with a bagel and thats it very disappointed as we had two rooms as we had our children with us and the queen bed was definitely not queens more like a small double very expensive for a hot stuffy box room so disappointed",2023-06-20,1.0,8.4,13923,0,0,hot stuffy small double they call Queen bed,3,9.1,8.4,8.7,8.7,8.2,9.7,2024-12-02,8,135,531,7.4,56.37,-40.18,3.28259370067163,0.0292294609866726,1.343,1
897,897,crestfieldhotel,"clean, modern, pretty quietThat breakfast wasnt an option but there was tea and biscuits in the room which was nice",2022-12-22,9.0,7.8,6515,0,0,excellent would definitely stay again,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,5,20,711,1.2,10.0,68.1,3.29121947734371,0.0347807783131649,4.233,4
898,898,crestfieldhotel,"Clean, quiet and good location",2022-04-10,8.0,7.8,6515,0,0,Very good,2,8.6,7.6,8.4,8.1,7.9,9.4,2024-12-02,2,5,967,0.2,10.0,66.4,3.29727744668393,0.0219589652776403,4.527,5
899,899,windsorhousehotel,"The property was lovely and clean and a good locationI was told the room would be decorated for a 10 year wedding anniversary, although we got upgraded, it was still a smaller room and was not decorated as they stated it would be",2023-12-03,7.0,8.0,6335,1,0,Nice and comfortable,4,8.2,8.1,8.5,8.6,7.7,9.1,2024-12-02,3,43,365,1.0,21.85,44.75,3.27514310152649,0.0252111994772397,4.009,4
